,keyword,importance,total_importance
2833,"delaying delivery, car carvana, issue carvana, ordered car, delays",0.5377-0.4716-0.4649-0.4224-0.4062,2.3
2834,"payment plan, payment resolution team, payment, refund, bank",0.3966-0.3613-0.338-0.3226-0.3038,1.72
2835,"uber, car carvana, bought car, false advertisement, car",0.4486-0.4266-0.4078-0.3416-0.3273,1.95
2836,"expiry day, scam, carvana, * uploaded documents, vehicle * * * * * *",0.4398-0.3193-0.318-0.2801-0.2731,1.63
2837,"previous inspection, inspection, * * * * * inspection, * * * * inspection, * * * inspection",0.4571-0.4295-0.3686-0.3652-0.3596,1.98
2838,"purchase carvana, carvana purchase, vehicle carvana, carvana vehicle, worst car buying experience",0.5368-0.5262-0.4903-0.4529-0.4194,2.43
2839,"temporary license tags, license tags, vehicle carvana, purchased vehicle, contacted carvana",0.53-0.4754-0.4654-0.4583-0.4355,2.36
2840,"new temporary tag, temporary tag, vehicle state, expired, vehicle * * * * * *",0.4569-0.441-0.3625-0.3555-0.3318,1.95
2841,"car registration, temporary license plate, 4th temporary license plate, temporary license, registration",0.4016-0.3878-0.3665-0.337-0.3084,1.8
2842,"temporary * * * * * license plates, new temporary plates, permanent plates, temporary plates, license plates",0.6594-0.5783-0.5191-0.5157-0.4923,2.76
2843,"vehicle registration, registration, temporary operation plate, temporary plates, covid",0.5016-0.4488-0.3635-0.3556-0.3202,1.99
2844,"refund, carvana inspection, bought car, refunded, clean carfax report",0.4388-0.4187-0.3967-0.3926-0.389,2.04
2845,"license plates, car carvana, carvana paid, registration, bought car",0.4967-0.4527-0.4432-0.4051-0.3642,2.16
2846,"legal counsel, inquiries, car, counsel, .",0.4131-0.3386-0.3138-0.2717-0.1089,1.45
2847,"financing, vehicle($23,000, affordable car, high performance aftermarket parts, wrx",0.3977-0.3746-0.3708-0.3316-0.3171,1.79
2848,"temporary plate, temporary tag, plates, second temporary tag, plate",0.4902-0.4376-0.4151-0.4079-0.4078,2.16
2849,"silverrock, warranty, carvana * *, carvana * * * * * * *, carvana * * * * *",0.3772-0.3066-0.3001-0.296-0.2937,1.57
2850,"pt inspection, inspection, huge inspection mistake, cosmetic inspection, rust touch * * * *",0.4482-0.4418-0.438-0.431-0.4033,2.16
2851,"unregistered car, car carvana, contacted carvana, carvana * *, carvana * * * *",0.5182-0.5011-0.4895-0.4234-0.4148,2.35
2852,"grand jeep cherokee, jeep cherokee, cherokee, jeep today, jeep",0.4242-0.4207-0.3879-0.3807-0.3723,1.99
2853,"return car, car carvana, license suspension, faulty car, carvana",0.5257-0.49-0.4269-0.424-0.4111,2.28
2854,"refund amount, lien payoff amount, lien payoff, carvana contract, refund",0.5391-0.516-0.4941-0.4932-0.4931,2.54
2855,"temp tag, temps tags, worst customer service, car carvana, bought car",0.4454-0.4151-0.355-0.3455-0.3435,1.9
2856,"fluid change, mechanical issues, transmission fluid, bought car, salvage",0.3935-0.3879-0.3755-0.3666-0.3382,1.86
2857,"different door panel, car carvana, door panel, different car, driver side door",0.4651-0.4296-0.4214-0.3847-0.3758,2.08
2858,"car expenses, damages, expenses, received vehicle, interior damage",0.4306-0.4118-0.3517-0.3188-0.3174,1.83
2859,"title suspension notice, purchase carvana, third party registration company, registration completion, * * * * * mazda5",0.5135-0.4196-0.3677-0.3569-0.3499,2.01
2860,"purchased vehicle, carvana, different car, carvanas website, vehicle",0.4798-0.3816-0.3765-0.3622-0.3515,1.95
2861,"ordered car, delivery, days, delivered, * * * * days",0.51-0.4271-0.3776-0.3527-0.3277,2.0
2862,"unauthorized inquiry, contacted carvana, credit report, credit file, credit bavk",0.5051-0.4862-0.4584-0.448-0.4138,2.31
2863,"grinding noise, coasting, brakes, continue, stop",0.3789-0.3777-0.3054-0.2931-0.2883,1.64
2864,"car tint place, car window, car windows, seal, inspection",0.5036-0.4063-0.3639-0.3379-0.3357,1.95
2865,"insurance issue, carvanas underwriters, registration carvana, vehicle carvana, purchased vehicle",0.5385-0.4726-0.4576-0.434-0.402,2.3
2866,"payment check, overnighter new check, new check, process payment, payment",0.5067-0.4805-0.3894-0.3654-0.3377,2.08
2867,"lien, wrong lender, carvana, carvana multiple times, carvana february",0.5003-0.3988-0.3821-0.3765-0.3578,2.02
2868,"dealership, contact carvana, dealer, new car, proper registration",0.4839-0.4473-0.4126-0.3578-0.3548,2.06
2869,"new tires, dry root, tires, root, advocate",0.4526-0.4323-0.4283-0.3019-0.2465,1.86
2870,"delayed delivery, vehicle carvana, financing, vehicle, delivery",0.4629-0.4516-0.3548-0.3539-0.3365,1.96
2871,"carvana customers, delayed, carvana april, carvana, tesla",0.4689-0.4169-0.4146-0.3795-0.3249,2.0
2872,"car carvana, carvana, bought car, county clerks office, vehicle",0.4663-0.3871-0.3629-0.3468-0.3426,1.91
2873,"expired tags, temporary tags, registration paperwork, additional temp tags, temp tags",0.5269-0.4956-0.4576-0.4542-0.4483,2.38
2874,"ein number, registered, van, vehicle, liability concerns",0.3674-0.352-0.3287-0.304-0.2977,1.65
2875,"physical check, bought car, carvana delivery date, overpayment, purchase car",0.4129-0.3579-0.3552-0.3507-0.3331,1.81
2876,"replacement order april, 2nd inspection, car insurance, replacement order, delayed",0.4363-0.3649-0.3591-0.3585-0.337,1.86
2877,"legitimate vehicle, vehicle carvana, carvana vending machine, vehicle online, vehicle",0.6477-0.5988-0.5798-0.5029-0.4326,2.76
2878,"carvana warranty, partner silverrock warranty services, warranty partner silverrock, warranty partner, silverrock warranty",0.5395-0.5006-0.4864-0.4485-0.4466,2.42
2879,"refund, financing).after, reschedule, transaction, original delivery date",0.5221-0.3878-0.3735-0.3595-0.3534,2.0
2880,"vehicle delay, transportation delays, vehicle carvana, purchase vehicle, delayed",0.5936-0.5301-0.5107-0.482-0.4585,2.57
2881,"compensation, carvana delivering, carvana rep, carvana, worst car sales experiences",0.4745-0.4621-0.4446-0.3774-0.3556,2.11
2882,"registration, license plate, carvana issue, march 2nd, plate",0.4602-0.4076-0.3559-0.2546-0.2489,1.73
2883,"insurance, delivery date, cancel, call, delivery",0.3941-0.3644-0.3091-0.2685-0.2685,1.6
2884,"car carvana, carvana, bought car, car, payment",0.6169-0.5431-0.4851-0.361-0.2986,2.3
2885,"registration carvana, self registration fees, self registration, registration, registration fees",0.5841-0.5795-0.538-0.4875-0.4758,2.66
2886,"* * * * fiesta, license plates, state dmv, title, carvanna",0.4415-0.3775-0.3458-0.315-0.2986,1.78
2887,"refund, full refund, rental cars, attorney, registration",0.3299-0.2961-0.2959-0.2655-0.2288,1.42
2888,"temporary tag, registration, temporary, tag, new vehicle",0.5885-0.4746-0.3897-0.3878-0.3411,2.18
2889,"registered, carvana, register, lender, county",0.4588-0.4443-0.4419-0.3696-0.2876,2.0
2890,"car delivered, temporary carvana plates, receipt, carvana plates, carvana",0.5104-0.4699-0.454-0.4429-0.3796,2.26
2891,"financing, financing partner, loan, car carvana, complete registration",0.3747-0.3499-0.3335-0.3091-0.309,1.68
2892,"delaying delivery, car insurance, car insurance policy, delivery, scam",0.5478-0.4451-0.441-0.4194-0.4172,2.27
2893,"carvana sales, carvana sales team, car carvana, * * * * * mile warranty, day return policy",0.4995-0.4717-0.4681-0.4151-0.4131,2.27
2894,"title change, carvana vehicle, day trial period, different vehicle, deposit",0.3684-0.3449-0.3324-0.3288-0.3161,1.69
2895,"satisfactory repair, purchased vehicle, repair, warrantee partner, windshield",0.5059-0.4404-0.4346-0.4248-0.406,2.21
2896,"automotive insurance, car carvana, ordered car, carvana, vehicle delivery",0.5267-0.505-0.458-0.4466-0.4292,2.37
2897,"registration paperwork, registration, registration tags, car carvana, register",0.5578-0.4596-0.4515-0.4131-0.4095,2.29
2898,"car carvana, hole, front passenger seat, passenger seat, carvana",0.3244-0.3066-0.3035-0.2778-0.2533,1.47
2899,"check carvana, carvana carvana, carvana, insurance company, car accident",0.4302-0.4139-0.4045-0.3322-0.3093,1.89
2900,"vehicle carvana, purchased vehicle, cars registration, registration tags, carvana still",0.5603-0.479-0.4605-0.446-0.4456,2.39
2901,"delayed, carvana advertising car, carvana, delivered, days",0.4038-0.3886-0.3321-0.3051-0.2886,1.72
2902,"virginia drivers license, dc license, improper registration, purchased vehicle, vehicle carvana",0.5004-0.4912-0.4467-0.4291-0.4146,2.28
2903,"missing paint, paint work, substandard paintwork, paintwork, paint",0.5493-0.4923-0.4672-0.4472-0.4406,2.4
2904,"car note payments, payments, bridgecrest carvana, repairs, purchased vehicle",0.4344-0.4259-0.4157-0.4138-0.4106,2.1
2905,"awd car, exchange car, car carvana, 2wd, awd",0.5151-0.4812-0.4117-0.4067-0.383,2.2
2906,"vehicle carvana, registration, purchased vehicle, carvana, vehicle",0.5593-0.5345-0.4932-0.4475-0.3509,2.39
2907,"contacted carvana, day money back guarantee, back guarantee, carvana, carvana day",0.471-0.4476-0.4072-0.3758-0.3403,2.04
2908,"delivery fees, jaguars dealership, delivery, 50k truck, truck",0.4581-0.4288-0.4042-0.396-0.3656,2.05
2909,"downpayment, refund, payment, cylinder vehicle, dodge journey",0.4853-0.4033-0.3204-0.3161-0.3066,1.83
2910,"car carvana, warranty, carvana, bought car, cars",0.4888-0.4651-0.4075-0.3664-0.2419,1.97
2911,"insurance, vehicle registration, purchase date, registration period, vehicle registration process",0.3945-0.3906-0.3903-0.3772-0.3699,1.92
2912,"transmission warranty, transmission issues, faulty steering light, rebuilt transmission, lin**ln dealership",0.4751-0.4718-0.4514-0.4469-0.4029,2.25
2913,"license plates, dmv, carvana, registration permit, purchase agreement",0.459-0.396-0.3883-0.3766-0.3469,1.97
2914,"cadillac xts, purchase agreement, cadillac, call, return",0.3801-0.3581-0.3496-0.2824-0.2629,1.63
2915,"carvana, car purchase, car rental, rental car, inspection",0.4649-0.4508-0.4132-0.3949-0.3698,2.09
2916,"appointment, car carvana, private info, private information, carvana",0.3544-0.3399-0.3375-0.3292-0.3004,1.66
2917,"carvana, different vendor, car sale, delivery issues, vendor",0.4118-0.4038-0.3998-0.3527-0.3311,1.9
2918,"day return policy, purchased vehicle, inspection, return policy, appointment day",0.4321-0.4079-0.3627-0.3605-0.3273,1.89
2919,"paperwork time, registration, paperwork, purchase vehicle, registration fee",0.4217-0.3895-0.359-0.3478-0.344,1.86
2920,"spark plugs, cars coils, coils, spark, carvana",0.4368-0.4273-0.379-0.3489-0.3305,1.92
2921,"purchased vehicle, purchase process, finance agreement, tags, taxes",0.4217-0.3402-0.3204-0.3165-0.3075,1.71
2922,"carvana fix, lexus es350, car carvana, lexus, lexus ls460 f sport",0.4706-0.4695-0.3972-0.3844-0.375,2.1
2923,"registration, vehicle carvana, purchased vehicle, 3rd party providers hands, carvana provided",0.5992-0.5204-0.4793-0.4225-0.4196,2.44
2924,"new contract, contract carvana, scheduled repair, contract, rescheduling",0.4496-0.4209-0.4185-0.3985-0.3907,2.08
2925,"ga, ga ., title, carvana, ga * * *",0.3702-0.3459-0.3149-0.3144-0.3009,1.65
2926,"false advertising, transmission warranty, warranty, customer, advertising",0.5036-0.5006-0.3865-0.3778-0.3465,2.12
2927,"car warranty, contact silver rock, extended warranty, jeep compass, warranty",0.5092-0.477-0.4651-0.4252-0.4118,2.29
2928,"carvana llc, carvanas failure, carvana, carvanas, * * carvana",0.6314-0.5773-0.5078-0.4722-0.4556,2.64
2929,"vehicle carvana, tennessee carvana, purchased vehicle, registration state, carvana",0.5379-0.4973-0.4502-0.4064-0.3965,2.29
2930,"different delivery dates, original delivery date, delivery dates, different delivery, delivery date",0.5601-0.4699-0.4424-0.4323-0.4303,2.34
2931,"large scratches, scratches, huge scratch, scratch, bumper",0.5638-0.5347-0.4269-0.3951-0.342,2.26
2932,"deceitful car buying experience, wrecked car, car buying experience, carfax report, car buying",0.5542-0.427-0.4239-0.3807-0.3685,2.15
2933,"carvana finance company, car carvana, bumper, rear bumper, vehicle",0.3674-0.3634-0.3585-0.3392-0.3318,1.76
2934,"car carvana, return car, verification paperwork, carvana, satisfaction guarantee",0.4864-0.4637-0.4513-0.4359-0.4021,2.24
2935,"front wheel drive, car description, return policy, day return policy, bought car",0.4938-0.4706-0.4494-0.4237-0.4071,2.24
2936,"delivery date, delivery, transportation issue, date, quality issue",0.5704-0.4367-0.3156-0.3152-0.3061,1.94
2937,"reschedule, caravan, automated responses, day response, several administrative discrepancies",0.4255-0.385-0.3488-0.3083-0.2927,1.76
2938,"purchase price, receipt, full purchase price, * * * * dealership, * * * dealership",0.4718-0.4662-0.4087-0.3708-0.3706,2.09
2939,"contacted carvana, car problems, carvana, timing chain, payments",0.5147-0.4241-0.3959-0.386-0.3243,2.04
2940,"vehicle delivery delay, car delivered, delivery delay, vehicle delivery, vehicle carvana",0.578-0.5055-0.5013-0.4898-0.458,2.53
2941,"carvana, call, documentation, email, honor",0.2425-0.2279-0.2042-0.2022-0.1927,1.07
2942,"silver rock, warranty, warranty company, better warranty company, repair",0.4696-0.4342-0.4328-0.4296-0.408,2.17
2943,"temporary tag issue, new temporary registration, temporary registration, temporary tag, georgia law",0.5216-0.5083-0.4906-0.4499-0.3594,2.33
2944,"kia, kia * * *, kia * * * *, first kia * * * *, alternate kia * * * *",0.4489-0.4438-0.4352-0.4327-0.4209,2.18
2945,"check bounced, carvana, carvanva, fraudulent, banking",0.4513-0.436-0.3724-0.3371-0.3308,1.93
2946,"carvana, personal information hostage, carvana offers, predatory business practice, today carvana",0.4721-0.4618-0.4352-0.4125-0.4084,2.19
2947,"new car loan contract, car loan, new car loan, loan contract, total payoff",0.5518-0.5491-0.5114-0.4923-0.46,2.56
2948,"registration, register, vehicle, carvana, temporary tags",0.4612-0.4142-0.3647-0.359-0.3576,1.96
2949,"contact carvana, vehicle carvana, contacted carvana, purchased vehicle, warranties",0.4475-0.4474-0.4226-0.4049-0.3751,2.1
2950,"refund, refunded, caravana, delay, bank",0.5248-0.4906-0.3251-0.3187-0.3085,1.97
2951,"carvana certified, warranty, extended warranty, guarantee, shock issue",0.4168-0.3953-0.3942-0.3881-0.3632,1.96
2952,"carvana, april 10th, car, overnight mail, april",0.4921-0.2828-0.2789-0.2652-0.2396,1.56
2953,"registration carvana, carvana sale, dmv, registration, temp plates",0.5771-0.4797-0.4286-0.406-0.3708,2.26
2954,"car rental, full rental imbursements, car rental upfront, extension tag, temp plates",0.3199-0.2974-0.2793-0.2773-0.2764,1.45
2955,"delivery, delivery driver, vehicle april, home delivery, deliver",0.4564-0.4036-0.3987-0.3974-0.3906,2.05
2956,"huge mileage discrepancy, mileage discrepancy, new vehicle, shipping date, carfax report",0.4106-0.4084-0.3877-0.3697-0.3675,1.94
2957,"day refund, refund, ordered car, refunded, car order",0.5167-0.4617-0.448-0.4359-0.4007,2.26
2958,"swap car, swap, contacted carvana, reschedule, car carvana",0.5609-0.4596-0.4162-0.3596-0.3577,2.15
2959,"engine issues, warranty, gasket oil leaks, oil leaks, new engine",0.4384-0.4352-0.348-0.3394-0.3297,1.89
2960,"carvana, car accident, vehicle, car, fixing",0.4155-0.3719-0.3346-0.2926-0.2824,1.7
2961,"purchased vehicle, vehicle details, contacted carvana, vehicle, car payment",0.5387-0.4465-0.4432-0.4083-0.3752,2.21
2962,"permanent tags, temporary tags, new paper tags, tags, paper tags",0.6569-0.5856-0.5032-0.468-0.4643,2.68
2963,"day money back guarantee, vehicle repairs, car carvana, back guarantee, swap vehicle",0.4874-0.4555-0.4531-0.4468-0.4128,2.26
2964,"carvana, carfax, falsely, vehicle maintenance, vehicle",0.4809-0.4006-0.359-0.3508-0.3022,1.89
2965,"refund, original delivery date, purchase car, carvana, delivery date",0.3832-0.3777-0.3776-0.3589-0.3509,1.85
2966,"carvanna, fianc, speak, english, cars",0.4809-0.3283-0.274-0.2119-0.1962,1.49
2967,"local dmv paperwork, carvana, carvana * *, carvana * * * *, carvana * * * * *",0.5855-0.559-0.5082-0.4941-0.4908,2.64
2968,"delivery date, corvette, delivery, carvana april, vehicle",0.5-0.4381-0.4127-0.3603-0.3052,2.02
2969,"arizona registration, plate registration, car carvana, carvana lied, temporary plate",0.5301-0.4539-0.4072-0.3793-0.3565,2.13
